date,Qi,Qdiv
2017-02-17,11.527646651,7.066375818
2017-02-18,9.101049669,4.644962863
2017-02-19,7.717416657,3.283819435
2017-02-20,8.695225722,4.216267389
2017-02-21,7.836026915,3.443502609
2017-02-22,7.785112962,3.328012268
2017-02-23,8.065385858,3.627430997
2017-02-24,8.731897493,3.93725166
2017-02-25,10.608615263,5.63187568
2017-02-26,8.895306904,3.940418015
2017-02-27,9.054841192,4.076452303
2017-02-28,8.292936476,3.293030226
2017-03-01,9.13,4.092125
2017-03-02,9.209137243,4.201734465
2017-03-03,13.16,8.152795139
2017-03-04,9.5,4.49215625
2017-03-05,10.256211343,5.265357176
2017-03-06,9.171383695,4.173328139
2017-03-07,8.353279862,3.349488195
2017-03-08,8.880838743,3.820494993
2017-03-09,8.801210168,3.782845585
2017-03-10,8.706525624,3.660890207
2017-03-11,8.698536156,3.687806989
2017-03-12,8.735327917,3.693897361
2017-03-13,9.2,4.183618056
2017-03-14,9.05,4.035774306
2017-03-15,8.502373614,3.470606253
2017-03-16,9.066723316,4.05041776
2017-03-17,9.28,4.2851875
2017-03-18,8.711160177,3.683969205
2017-03-19,8.554647007,3.498164368
2017-03-20,9.340850694,4.294447916
2017-03-21,9.293601244,4.275243605
2017-03-22,9.886740361,4.875604944
2017-03-23,9.900549323,4.887688212
2017-03-24,9.934202438,4.904028827
2017-03-25,9.692681243,4.99359791
2017-03-26,12.471331302,7.961320885
2017-03-27,11.599672,7.084130333
2017-03-28,10.969598521,6.443154077
2017-03-29,8.195611569,3.658278236
2017-03-30,8.494630548,3.902752076
2017-03-31,10.124603815,5.558003121
2017-04-01,8.507082045,3.940776489
2017-04-02,8.053591129,3.435174462
2017-04-03,7.85646536,3.259770916
2017-04-04,8.517411141,3.954806974
2017-04-05,9.880899275,5.314743025
2017-04-06,10.533040406,5.683821656
2017-04-07,9.931091697,4.892942391
2017-04-08,10.692331563,5.675456563
2017-04-09,9.831018916,4.77758836
2017-04-10,9.9383988,4.837475189
2017-04-11,9.967456059,4.300056753
2017-04-12,11.207706029,5.857466446
2017-04-13,10.013166071,4.91871121
2017-04-14,9.336416746,4.195441052
2017-04-15,9.159984471,4.003678915
2017-04-16,8.86831941,3.728777743
2017-04-17,8.767264123,3.660503706
2017-04-18,9.541093372,4.425579483
2017-04-19,11.03957124,5.920734434
2017-04-20,10.729784997,5.608114858
2017-04-21,10.032510546,4.963687629
2017-04-22,10.663449309,5.543001392
2017-04-23,10.510841747,5.447293136
2017-04-24,9.86517101,4.786441843
2017-04-25,10.816070753,5.714473531
2017-04-26,11.238808922,6.129926978
2017-04-27,11.452434404,6.624156626
2017-04-28,12.306518163,7.782986913
2017-04-29,10.699870253,6.132377197
2017-04-30,8.624745505,4.045974672
2017-05-01,9.854961578,5.299003245
2017-05-02,9.240058031,4.566887892
2017-05-03,10.212750508,5.126896341
2017-05-04,9.8,4.685663194
2017-05-05,10.606804841,5.555784008
2017-05-06,10.498867992,5.411534659
2017-05-07,10.059998382,4.965876854
2017-05-08,10.706510413,5.612156246
2017-05-09,10.143632702,5.031413952
2017-05-10,10.984803293,5.848306765
2017-05-11,12,6.584274306
2017-05-12,12.106883455,6.106442483
2017-05-13,11.6,4.978913194
2017-05-14,12.7,6.265802083
2017-05-15,12.177366507,5.728755396
2017-05-16,12.117998649,5.204206982
2017-05-17,12.885927159,5.235000076
2017-05-18,13.781307114,5.402001558
2017-05-19,14.302273699,5.767686893
2017-05-20,13.595812524,5.354322941
2017-05-21,13.10330486,5.059669443
2017-05-22,13.724820804,5.953581221
2017-05-23,14.274341617,6.764473561
2017-05-24,13.097676854,5.627742826
2017-05-25,13.761649462,5.183701545
2017-05-26,15.275423236,6.187364208
2017-05-27,15.568356928,5.873037484
2017-05-28,15.526318458,5.416644847
2017-05-29,16.038023528,5.954217972
2017-05-30,17.006535823,6.968754573
2017-05-31,17.249380993,7.177940021
2017-06-01,18.044361435,7.973187824
2017-06-02,18.083254725,6.609237364
2017-06-03,18.48098141,5.540342521
2017-06-04,18.257409646,6.105443737
2017-06-05,18.257409646,-2.116191048
2017-06-06,26.532565032,3.932565032
2017-06-07,27.50718,17.372659167
2017-06-08,15.94,6.220743056
2017-06-09,16.55,7.105125
2017-06-10,16.449427868,7.029018146
2017-06-11,14.979009534,5.603943562
2017-06-12,16.134227249,6.719810582
2017-06-13,16.802076803,6.652364997
2017-06-14,17.294040935,6.264603435
2017-06-15,18.415891559,6.73353392
2017-06-16,19.180890196,7.501643668
2017-06-17,18.995104305,7.343607777
2017-06-18,18.108758601,6.44742874
2017-06-19,18.246002493,6.760005965
2017-06-20,18.576730232,6.602688565
2017-06-21,19.371995396,6.664561368
2017-06-22,19.806849122,7.017599122
2017-06-23,19.619115237,7.000111765
2017-06-24,19.156954663,6.934635219
2017-06-25,17.945092978,5.747558256
2017-06-26,17.269097251,5.364770862
2017-06-27,18.90259191,7.608730799
2017-06-28,18.640598094,7.561507816
2017-06-29,17.834378018,7.175659268
2017-06-30,17.316057886,7.801509275
2017-07-01,15.890885733,7.476791983
2017-07-02,13.450951625,5.801739819
2017-07-03,13.870546684,6.357022378
2017-07-04,14.153925097,5.851973708
2017-07-05,14.861975733,5.646302122
2017-07-06,16.314482201,6.983176645
2017-07-07,16.656650754,7.265866032
2017-07-08,16.005274114,5.311020642
2017-07-09,15.681609468,1.581779607
2017-07-10,20.379905712,10.471242518
2017-07-11,16.632569326,5.654694326
2017-07-12,16.163055302,5.218343496
2017-07-13,17.38097274,5.877076907
2017-07-14,17.810654836,5.205484697
2017-07-15,18.028145543,5.327996237
2017-07-16,17.678684724,4.962715974
2017-07-17,17.521914973,5.185005251
2017-07-18,17.467689994,5.462856661
2017-07-19,17.707277263,5.471117541
2017-07-20,18.340300827,5.610519577
2017-07-21,18.833907239,6.298511406
2017-07-22,18.839006045,6.320558128
2017-07-23,17.813873576,5.369970798
2017-07-24,18.33084658,6.202554913
2017-07-25,17.656415611,5.588078805
2017-07-26,19.15,7.062802083
2017-07-27,19.15,7.369079861
2017-07-28,18.065524059,4.322899059
2017-07-29,19.489063399,3.737365482
2017-07-30,21.14093524,9.383140101
2017-07-31,17.009396948,5.304442087
2017-08-01,17.515799594,5.836396816
2017-08-02,17.94150575,6.536877278
2017-08-03,17.04783735,5.45139985
2017-08-04,17.152524444,5.581062638
2017-08-05,17.283293667,5.680762417
2017-08-06,16.068554525,4.497985081
2017-08-07,16.477032253,4.872608642
2017-08-08,17.438604302,6.109316108
2017-08-09,16.688176159,5.670464353
2017-08-10,16.523518143,5.455393143
2017-08-11,16,5.669854167
2017-08-12,14.533758756,5.006324728
2017-08-13,13.019800568,3.88080404
2017-08-14,13.104740473,4.255118945
2017-08-15,13.272542837,4.804178254
2017-08-16,13.125920774,4.675233274
2017-08-17,12.898559968,4.445546079
2017-08-18,12.86487583,4.435306386
2017-08-19,12.480879264,4.04368482
2017-08-20,12.951643577,4.542449133
2017-08-21,13.160629361,4.742802972
2017-08-22,13.47808318,5.092183874
2017-08-23,13.904860681,5.481089848
2017-08-24,13.116808153,4.283263014
2017-08-25,13.867495094,4.72373815
2017-08-26,14.769763621,5.63224626
2017-08-27,13.804951901,4.643858151
2017-08-28,14.575506976,5.528072948
2017-08-29,14.659392474,5.602079974
2017-08-30,15.429563058,6.720351252
2017-08-31,14.586247531,6.035115587
2017-09-01,13.8706397,5.625164006
2017-09-02,12.76663968,4.702160513
2017-09-03,12.172444434,4.434222212
2017-09-04,11.943482493,4.409308882
2017-09-05,12.966366063,5.673730646
2017-09-06,12.960300362,5.81351564
2017-09-07,13.265920617,6.13925395
2017-09-08,12.22478603,5.121931863
2017-09-09,12.737443313,5.655971091
2017-09-10,12.45128292,5.40172042
2017-09-11,11.467037035,4.399887729
2017-09-12,11.62435155,4.9105703
2017-09-13,13.94,7.462461806
2017-09-14,13.585256,5.504051139
2017-09-15,14.684917799,2.666952642
2017-09-16,18.208866691,7.765995163
2017-09-17,14.58012065,7.998207456
2017-09-18,12.66,6.411329861
2017-09-19,11.770973854,5.95256066
2017-09-20,10.485552267,4.983555739
2017-09-21,10.028742319,4.180148569
2017-09-22,11.75059908,5.46116158
2017-09-23,11.97834388,5.456389019
2017-09-24,10.6,4.153319444
2017-09-25,10.504736594,4.028896316
2017-09-26,11.298137834,5.06125589
2017-09-27,11.502470812,5.070915256
2017-09-28,11.511502104,4.043064604
2017-09-29,12.560545545,4.592066378
2017-09-30,12.959872896,4.873018729
2017-10-01,12.397003556,4.715826473
2017-10-02,11.692181333,5.731827166
2017-10-03,10.140797243,4.117915299
2017-10-04,10.738446093,4.709317621
2017-10-05,10.850894415,4.843189554
2017-10-06,11.119719177,3.455305983
2017-10-07,12.859444912,0.956528245000001
2017-10-08,16.413378077,6.220631549
2017-10-09,14.491323431,8.507847737
2017-10-10,12.049046092,6.041789148
2017-10-11,10.918634715,4.898145132
2017-10-12,10.430178014,4.388087736
2017-10-13,10.430178014,4.410493986
2017-10-14,10.054371237,4.030652487
2017-10-15,9.949208875,3.952299153
2017-10-16,10.106602465,4.154446215
2017-10-17,10.918919476,4.907405587
2017-10-18,11.763310459,5.726303515
2017-10-19,11.54691019,6.15831644
2017-10-20,12.231181507,7.244167618
2017-10-21,11.638626861,6.383428944
2017-10-22,9.787551403,4.267318764
2017-10-23,9.987782712,4.09193549
2017-10-24,10.63301838,4.573219769
2017-10-25,10.873182354,4.80723791
2017-10-26,11.145669219,5.082544219
2017-10-27,11.942005381,5.889467187
2017-10-28,11.924507388,5.907017805
2017-10-29,10.976788744,4.969361661
2017-10-30,9.684122857,3.660421468
2017-10-31,10.848780348,4.81369007
2017-11-01,10.948699136,4.953827608
2017-11-02,10.347287747,4.338930108
2017-11-03,10.539030125,4.534141236
2017-11-04,10.759202691,4.555938802
2017-11-05,10.972532847,4.730057153
2017-11-06,10.120399612,4.043462112
2017-11-07,11.954137317,5.817508845
2017-11-08,10.654138559,4.671794809
2017-11-09,10.060753817,4.168732984
2017-11-10,10.311328875,4.404255958
2017-11-11,12.33,6.304614583
2017-11-12,9.378400351,3.408584379
2017-11-13,9.12,3.130569444
2017-11-14,10.900668834,4.89706814
2017-11-15,9.986344583,3.996351527
2017-11-16,10.15635393,4.134787958
2017-11-17,10.421110683,4.439391933
2017-11-18,11,5.018534722
2017-11-19,10.363385484,4.391934095
2017-11-20,9.935472267,4.101322961
2017-11-21,10.08,4.341836806
2017-11-22,9.567773632,3.835940299
2017-11-23,10.51431933,4.874996413
2017-11-24,10.00216375,4.499125556
2017-11-25,9.276281483,3.769114816
2017-11-26,8.868429618,3.371210868
2017-11-27,10.082466441,4.58504283
2017-11-28,10.457674559,4.967532198
2017-11-29,10.375940701,4.865843479
2017-11-30,10.064255069,4.874518958
2017-12-01,9.72,4.927899306
2017-12-02,8.553846868,3.911832979
2017-12-03,8.226108426,3.607400093
2017-12-04,8.493977684,4.159307545
2017-12-05,9.236017257,5.190447813
2017-12-06,8.037266747,3.978235497
2017-12-07,6.821664451,2.790383201
2017-12-08,7.01880807,3.044926126
2017-12-09,6.188674305,2.401535416
2017-12-10,5.930187206,2.370058734
2017-12-11,7.339988663,3.606558107
2017-12-12,6.883068263,3.203793957
2017-12-13,7.268014826,3.566743993
2017-12-14,8.020392348,4.383534709
2017-12-15,7.879756646,4.216749702
2017-12-16,7.323658948,3.661040892
2017-12-17,7.611710785,3.947689952
2017-12-18,7.30183929,3.655186512
2017-12-19,7.579077531,3.983258087
2017-12-20,7.394296621,3.808609121
2017-12-21,7.655443281,4.167321753
2017-12-22,7.230750029,3.678034751
2017-12-23,6.967537959,3.393208098
2017-12-24,6.835281639,3.27901775
2017-12-25,6.65966217,3.135825364
2017-12-26,7.139370834,3.620856945
2017-12-27,6.131509677,2.641238844
2017-12-28,6.862324822,3.377151211
2017-12-29,6.616352266,3.176185599
2017-12-30,6.240122299,2.669476466
2017-12-31,6.439647164,2.831619386
2018-01-01,6.431513795,2.927211712
2018-01-02,6.739137118,3.262970451
2018-01-03,6.875329194,3.472534055
2018-01-04,7.21,3.812461806
2018-01-05,6.725115809,3.087910948
2018-01-06,6.601052479,2.760108035
2018-01-07,7.196715496,3.43690994
2018-01-08,8.095912157,4.857005907
2018-01-09,8.374313303,5.325313303
2018-01-10,8.78,5.633239583
2018-01-11,8.79,5.407815972
2018-01-12,7.72,4.150131944
2018-01-13,7.648232942,3.864451692
2018-01-14,6.646752316,2.825300927
2018-01-15,8.700022247,4.935258358
2018-01-16,8.070610903,4.531211597
2018-01-17,7.962226375,4.401500681
2018-01-18,7.782046683,4.363671683
2018-01-19,7.268009822,4.070804961
2018-01-20,7.1,3.913795139
2018-01-21,6.822950854,3.495138354
2018-01-22,7.717746052,4.264204385
2018-01-23,8.475611356,5.205187745
2018-01-24,7.685819194,4.661885166
2018-01-25,6.33,3.265305556
2018-01-26,6.537887168,3.645904529
2018-01-27,8.136248691,5.584088969
2018-01-28,6.298804187,3.443877104
2018-01-29,6.366794738,3.283558627
2018-01-30,6.40303265,3.345077789
2018-01-31,6.287388875,3.351354153
2018-02-01,5.944450875,3.055322403
2018-02-02,6.468204801,3.736204801
2018-02-03,7.165090007,4.429822646
2018-02-04,7.218341139,4.447230028
2018-02-05,7.782362924,5.01204348
2018-02-06,7.371979853,4.616087492
2018-02-07,8.510482106,5.747912662
2018-02-08,7.141794989,4.369590128
2018-02-09,6.363374736,3.58088168
2018-02-10,5.389237632,2.63292166
2018-02-11,5.412732121,2.650818927
2018-02-12,6.106878472,3.297395833
2018-02-13,6.57096152,3.835801798
2018-02-14,7.50048508,4.738137858
2018-02-15,6.352229219,3.600413247
2018-02-16,5.395916621,2.757920093
2018-02-17,6.786100201,4.187565479
2018-02-18,6.99809943,4.366613319
2018-02-19,6.821268097,4.154906986
2018-02-20,6.275979167,3.554152778
2018-02-21,6.144516131,3.414484881
2018-02-22,6.608710836,3.880641392
2018-02-23,5.745298136,2.846190497
2018-02-24,5.745298136,2.640100219
2018-02-25,5.685969382,2.65268466
2018-02-26,5.01080876,2.082784454
2018-02-27,5.359076712,2.860139212
2018-02-28,5.129202531,2.721296281
2018-03-01,6.528201417,4.143301417
2018-03-02,7.443052416,4.818552416
2018-03-03,7.792021312,5.171321312
2018-03-04,7.551303549,5.004103549
2018-03-05,6.645649452,4.039049452
2018-03-06,6.102702358,3.496302358
2018-03-07,5.232,2.5886
2018-03-08,6.041127915,3.406827915
2018-03-09,6.440475961,3.837575961
2018-03-10,5.715009663,2.899409663
2018-03-11,5.578282916,2.509082916
2018-03-12,6.569924511,3.490824511
2018-03-13,8.749638934,5.615238934
2018-03-14,7.56,4.4372
2018-03-15,7.447748892,4.414248892
2018-03-16,4.93,2.1048
2018-03-17,6.151256767,3.539456767
2018-03-18,5.709861556,3.106661556
2018-03-19,5.876294518,3.243594518
2018-03-20,5.956148666,3.375048666
2018-03-21,7.866388355,5.242488355
2018-03-22,6.427199594,3.723599594
2018-03-23,6.44,3.7612
2018-03-24,5.63,2.9336
2018-03-25,6.68,3.5037
2018-03-26,7.08,3.509
2018-03-27,6.7,3.0186
2018-03-28,7.051825646,3.345625646
2018-03-29,7.696090219,3.789390219
2018-03-30,6.427344208,2.369744208
2018-03-31,6.681584726,2.628484726
2018-04-01,6.350525254,2.279225254
2018-04-02,7.259812333,3.176512333
2018-04-03,7.331899143,3.303199143
2018-04-04,7.590239055,3.613839055
2018-04-05,7.529199696,3.515399696
2018-04-06,7.38333291,3.37503291
2018-04-07,6.999289695,2.983289695
2018-04-08,7.071195185,3.052595185
2018-04-09,8.803809836,5.261209836
2018-04-10,8.171057798,5.190057798
2018-04-11,6.666621274,3.680121274
2018-04-12,9.818276915,6.911576915
2018-04-13,10.243981741,7.291581741
2018-04-14,7.96559065,4.99159065
2018-04-15,6.469968671,3.549668671
2018-04-16,6.410874368,3.498274368
2018-04-17,6.991398528,3.957798528
2018-04-18,7.701390576,4.652490576
2018-04-19,7.392233342,4.372933342
2018-04-20,7.44484851,4.42384851
2018-04-21,7.102305357,4.084905357
2018-04-22,6.874741521,3.870641521
2018-04-23,7.32734899,4.33484899
2018-04-24,7.583416719,4.547816719
2018-04-25,7.528944294,4.431444294
2018-04-26,7.596290764,4.030090764
2018-04-27,7.725079708,3.614779708
2018-04-28,7.481394712,3.277794712
2018-04-29,7.352999441,3.152199441
2018-04-30,6.855430555,2.647630555
2018-05-01,6.51,2.3066
2018-05-02,6.534881945,2.335181945
2018-05-03,6.91750277,2.69900277
2018-05-04,8.00509375,4.00729375
2018-05-05,7.353352594,3.452252594
2018-05-06,6.501819034,2.611619034
2018-05-07,6.63801933,2.74341933
2018-05-08,7.330652778,3.429252778
2018-05-09,8.558559608,4.533659608
2018-05-10,11.367937693,7.285037693
2018-05-11,11.374440802,7.307140802
2018-05-12,8.039800969,3.933400969
2018-05-13,7.018885038,2.889985038
2018-05-14,9.161078395,-44.414221605
2018-05-15,59.852963043,50.038063043
2018-05-16,14.080513889,3.164913889
2018-05-17,15.116600774,-1.987799226
2018-05-18,20.777667124,3.369767124
2018-05-19,20.773339667,3.401239667
2018-05-20,20.36797332,3.03157332
2018-05-21,22.052995201,4.705495201
2018-05-22,21.16,1.1885
2018-05-23,26.943636855,9.600336855
2018-05-24,23.286377722,6.828677722
2018-05-25,22.433573042,0.920473041999998
2018-05-26,26.673833268,5.186833268
2018-05-27,24.481496104,2.927796104
2018-05-28,24.975905505,1.122505505
2018-05-29,27.625166149,-0.960733851000001
2018-05-30,32.673219742,-2.177780258
2018-05-31,41.400040094,3.445440094
2018-06-01,45.919565972,5.039065972
2018-06-02,48.839957295,15.176457295
2018-06-03,40.016420514,18.686420514
2018-06-04,27.582673611,-9.258926389
2018-06-05,42.799980474,5.977480474
2018-06-06,43.67291833,-6.75258167
2018-06-07,58.049151532,-6.33684846799999
2018-06-08,71.857496528,7.565896528
2018-06-09,72.234552083,21.234852083
2018-06-10,57.064822917,21.056222917
2018-06-11,39.976694626,8.838894626
2018-06-12,34.800826389,8.985826389
2018-06-13,29.478,2.9512
2018-06-14,30.190118107,4.108975746
2018-06-15,29.744142361,5.635385417
2018-06-16,27.771825489,6.543884517
2018-06-17,24.890940972,2.958736111
2018-06-18,25.59563459,4.179082507
2018-06-19,25.079552083,5.917027777
2018-06-20,22.825682947,6.531196836
2018-06-21,20.083920076,6.284392298
2018-06-22,17.982239924,5.81679548
2018-06-23,16.6679736,4.675772211
2018-06-24,15.821217281,3.768040198
2018-06-25,16.017711114,3.970270142
2018-06-26,16.895055069,5.066860625
2018-06-27,17.205118208,6.112364736
2018-06-28,16.930182354,5.529484437
2018-06-29,17.200048757,5.247590424
2018-06-30,19.651914058,7.720438364
2018-07-01,19.861288965,7.909233409
2018-07-02,18.623613581,6.563905248
2018-07-03,17.688834796,5.700254935
2018-07-04,16.75,4.798329861
2018-07-05,17.455621316,5.424531038
2018-07-06,17.478968145,5.539072312
2018-07-07,16.270028538,4.353667427
2018-07-08,16.12928125,4.052399306
2018-07-09,16.579462204,4.54345526
2018-07-10,18.659641871,6.603697427
2018-07-11,19.943319472,7.934701416
2018-07-12,19.400821577,7.382026438
2018-07-13,19.494703327,7.485081799
2018-07-14,16.887414562,4.896810395
2018-07-15,15.986392949,4.001830449
2018-07-16,16.88722868,4.863157506
2018-07-17,18.564791289,6.550648928
2018-07-18,17.376683866,5.447392199
2018-07-19,18.465915959,6.490955607
2018-07-20,17.41,5.214566327
2018-07-21,15.79,2.094322917
2018-07-22,17.105947274,-1.140410365
2018-07-23,22.69071959,11.765539034
2018-07-24,15.997779772,5.021297133
2018-07-25,16.122558941,5.165225608
2018-07-26,16.003763646,5.021471979
2018-07-27,16.804279019,5.874963047
2018-07-28,15.427889308,4.402528197
2018-07-29,13.955012481,2.964352759
2018-07-30,14.977056979,3.921286146
2018-07-31,15.646978185,4.633919157
2018-08-01,16.261760379,5.262145796
2018-08-02,16.591441111,5.61198625
2018-08-03,16.192759402,4.830387874
2018-08-04,15.651662575,4.053516742
2018-08-05,15.434963587,3.868463587
2018-08-06,15.729947728,4.09735745
2018-08-07,16.509378396,5.255958257
2018-08-08,15.890399034,4.932492784
2018-08-09,15.553339146,4.653339146
2018-08-10,15.070247741,4.386053297
2018-08-11,14.587156336,4.530232725
2018-08-12,13.743941496,4.249295663
2018-08-13,14.702046941,5.23121708
2018-08-14,13.772587045,4.006423851
2018-08-15,15,4.982069444
2018-08-16,14,4.355131944
2018-08-17,13.663752568,5.011915762
2018-08-18,12.95753698,5.026804341
2018-08-19,12.7298155,4.246041194
2018-08-20,13.726157596,5.274779124
2018-08-21,11.526382718,2.95726119
2018-08-22,13.167961841,4.531920174
2018-08-23,13.167961841,4.601968785
2018-08-24,13.442244413,4.866574274
2018-08-25,13.452292958,4.849341569
2018-08-26,13.452292958,4.785414486
2018-08-27,12.712864583,4.481510416
2018-08-28,13.329708739,5.230483045
2018-08-29,12.742115145,4.650076951
2018-08-30,13.354500274,5.777975968
2018-08-31,12.485684028,5.791868056
2018-09-01,12.960597222,7.031149305
2018-09-02,12.399106379,6.413297351
2018-09-03,12.472258505,6.530484199
2018-09-04,13.658063536,6.958942008
2018-09-05,13.851562309,6.107819253
2018-09-06,14.0742004,4.547144844
2018-09-07,16.560798612,8.51410764
2018-09-08,14.555373899,6.486603066
2018-09-09,14.591999173,6.4850448
2018-09-10,13.02,4.901152778
2018-09-11,15.235003472,7.095465278
2018-09-12,14.493643723,5.253348584
2018-09-13,16.376316045,5.302600767
2018-09-14,18.685864584,6.630055556
2018-09-15,19.116990758,7.038938675
2018-09-16,16.121354166,3.985408711
2018-09-17,20.912581604,7.240175354
2018-09-18,19.108093833,4.108093833
2018-09-19,25.271843999,10.271843999
2018-09-20,25.95547542,11.040003198
2018-09-21,23.708124612,8.708124612
2018-09-22,22.866456767,7.866456767
2018-09-23,22.702126094,7.702126094
2018-09-24,22.228507484,7.228507484
2018-09-25,23.054496527,8.054496527
2018-09-26,23.582554399,8.582554399
2018-09-27,24.160081612,10.040081612
2018-09-28,24.243336671,9.243336671
2018-09-29,23.399250708,8.399250708
2018-09-30,21.693141343,6.693141343
2018-10-01,22.369875785,7.369875785
2018-10-02,19.475,4.475
2018-10-03,19.95625,7.027781285
2018-10-04,18.871277178,8.806455928
2018-10-05,14.223677435,4.151132643
2018-10-06,14.86395821,4.85048196
2018-10-07,13.365480931,3.360272181
2018-10-08,13.834956121,3.745656329
2018-10-09,16.45,6.367506458
2018-10-10,15.819007745,2.709633787
2018-10-11,19.396350694,-3.379220487
2018-10-12,20.86,-4.596475347
2018-10-13,27.87,15.817625
2018-10-14,14.34,-3.974863889
2018-10-15,20.95,-141.77785
2018-10-16,124,-112.903006944
2018-10-17,280,82.024940972
2018-10-18,234.656206653,133.331809084
2018-10-19,124.605819445,61.181819445
2018-10-20,77.742151168,20.985951168
2018-10-21,69.714340277,21.76091111
2018-10-22,44.837179945,9.27784557
2018-10-23,44.837179945,11.206773695
2018-10-24,41.503980349,9.253115071
2018-10-25,42.567423518,10.118129421
2018-10-26,41,8.000494792
2018-10-27,41.700414598,28.891286334
2018-10-28,16.910174597,3.630815986
2018-10-29,17.400974482,-14.515717185
2018-10-30,41.29134277,-3.426080494
2018-10-31,55.126918164,10.634840039
2018-11-01,56.732405316,13.099575455
2018-11-02,57.556335493,13.501229937
2018-11-03,56.70961501,10.639358413
2018-11-04,56.104619427,9.834381927
2018-11-05,56.251762931,10.410451125
2018-11-06,56.56,12.543748264
2018-11-07,56.831960523,11.707650454
2018-11-08,56.673128472,9.834398611
2018-11-09,53.8,0.455034374999997
2018-11-10,59.2625,-0.373413193999994
2018-11-11,68,8.520509722
2018-11-12,67.9,8.67661284700001
2018-11-13,67.46,8.75320798599999
2018-11-14,70.249352061,12.702547547
2018-11-15,70.053822917,9.016826389
2018-11-16,76.115684028,16.202549653
2018-11-17,75.689661947,19.019914378
2018-11-18,71.867454026,12.514995345
2018-11-19,71.651104166,11.727834722
2018-11-20,73.152232639,6.68316076400001
2018-11-21,79.458621573,-1.358891621
2018-11-22,95.616329201,15.636991701
2018-11-23,95.051304549,13.881451771
2018-11-24,95.861608765,10.905492793
2018-11-25,99.479719621,19.854254343
2018-11-26,93.825503472,35.056386458
2018-11-27,70.160926751,21.694941334
2018-11-28,58.062510962,17.126930059
2018-11-29,50.102104719,16.893704025
2018-11-30,41.590724896,11.667150243
2018-12-01,37.760277778,9.372379167
2018-12-02,35.686685118,7.369580951
2018-12-03,36.01949858,11.679595455
2018-12-04,32.085859146,11.866965743
2018-12-05,27.508298612,8.844052431
2018-12-06,25.767320605,9.277988313
2018-12-07,22.793526327,6.310051327
2018-12-08,22.647427084,6.151743751
2018-12-09,22.939821622,6.444488289
2018-12-10,23.084180555,7.423285069
2018-12-11,22.267343726,8.980044768
2018-12-12,19.018216355,7.07203198
2018-12-13,16.457256602,3.98706747
2018-12-14,16.352811063,5.104290021
2018-12-15,14.698728971,4.794355221
2018-12-16,12.558454861,2.698444514
2018-12-17,13.45,4.652431076
2018-12-18,12.127596281,5.127899163
2018-12-19,9.835026192,4.033317268
2018-12-20,9.3,3.896301875
2018-12-21,8.356597222,3.35054993
2018-12-22,8.061080458,3.06039768
2018-12-23,7.951263889,2.751435556
2018-12-24,7.910918252,2.350908252
2018-12-25,8.241304098,2.702146911
2018-12-26,8.785517361,3.228427674
2018-12-27,8.833327649,3.263901399
2018-12-28,9.008113226,3.455604164
2018-12-29,8.508665622,2.938879372
2018-12-30,8.580808098,3.006884661
2018-12-31,8.56402812,3.028169995
2019-01-01,8.591823153,2.936596625
2019-01-02,9.03293075,3.368609813
2019-01-03,8.868924247,3.498252823
2019-01-04,8.646307063,3.564561646
2019-01-05,8.256128473,3.248210348
2019-01-06,8.089600379,3.085824337
2019-01-07,9.132703464,4.052789783
2019-01-08,8.135954861,3.080495729
2019-01-09,8.643608119,3.620234716
2019-01-10,9.241654556,4.179968862
2019-01-11,9.67,4.586333472
2019-01-12,9.007620046,3.980802615
2019-01-13,8.933402778,3.958807257
2019-01-14,9.562710261,4.53307783
2019-01-15,9.742984903,4.657241257
2019-01-16,10.109822916,4.982855555
2019-01-17,10.429035431,5.353665223
2019-01-18,10.400062258,5.414856286
2019-01-19,9.619875,4.642629062
2019-01-20,9.868193452,4.820062931
2019-01-21,11.111552083,5.363630104
2019-01-22,12.218399306,6.216958889
2019-01-23,11.302706132,6.000736375
2019-01-24,11.024176926,5.836471579
2019-01-25,10.581690972,5.371237153
2019-01-26,10.1,4.882660972
2019-01-27,9.80103125,4.599563056
2019-01-28,10.439652073,5.50490124
2019-01-29,11.4,6.883442778
2019-01-30,9.874204198,5.332307913
2019-01-31,9.736836805,5.221516805
2019-02-01,9.97479399,5.480915066
2019-02-02,9.782644419,5.137372891
2019-02-03,11.092927084,6.494828091
2019-02-04,9.616360397,4.788425536
2019-02-05,9.859892361,4.746744479
2019-02-06,9.348777778,4.193735834
2019-02-07,10.011142361,4.821337153
2019-02-08,11.345227613,6.153942752
2019-02-09,13.138169168,8.082573612
2019-02-10,13.039159559,7.924999247
2019-02-11,13.039159559,7.989183795
2019-02-12,13.09296875,7.819194965
2019-02-13,12.68596875,7.493315729
2019-02-14,12.993562609,7.737282297
2019-02-15,13.083076389,7.75025132
2019-02-16,13.059781879,7.80599681
2019-02-17,11.979399305,6.684542361
2019-02-18,12.941304007,7.631334563
2019-02-19,13.291861111,7.998940625
2019-02-20,13.26591749,8.283225684
2019-02-21,12.971489583,7.948920625
2019-02-22,13.015940972,7.899324514
2019-02-23,12.406261714,7.269500117
2019-02-24,11.031309028,5.968900209
2019-02-25,11.031309028,5.854608542
2019-02-26,10.703402778,5.550453472
2019-02-27,11.109489583,5.927810486
2019-02-28,11.134203324,5.966914296
2019-03-01,10.23262638,5.079079436
