date,Qi,Qdiv
2010-12-22,17.949473,10.796473
2010-12-23,18.342082,11.159082
2010-12-24,17.023419,9.801419
2010-12-25,16.346269,9.062269
2010-12-26,14.757326,7.547326
2010-12-27,14.943088,7.661088
2010-12-28,15.688069,8.457069
2010-12-29,15.619365,8.433365
2010-12-30,15.326273,8.288273
2010-12-31,15.360011,8.370011
2011-01-01,17.586686,10.656686
2011-01-02,15.421955,8.441955
2011-01-03,15.292071,8.702071
2011-01-04,15.940738,9.510738
2011-01-05,15.22787,8.81787
2011-01-06,14.753539,8.413539
2011-01-07,15.020155,8.630155
2011-01-08,14.802885,8.412885
2011-01-09,15.662181,9.312181
2011-01-10,15.51287,9.42287
2011-01-11,15.368138,9.678138
2011-01-12,16.609683,11.069683
2011-01-13,16.952291,11.412291
2011-01-14,15.582874,10.052874
2011-01-15,15.406371,9.886371
2011-01-16,15.868995,10.338995
2011-01-17,15.10039,9.55039
2011-01-18,15.570916,10.050916
2011-01-19,16.185697,10.655697
2011-01-20,15.89011,10.49011
2011-01-21,15.317095,9.757095
2011-01-22,14.900357,9.290357
2011-01-23,15.699902,10.119902
2011-01-24,15.360454,9.890454
2011-01-25,16.5924,11.5324
2011-01-26,15.982272,10.892272
2011-01-27,15.906594,11.086594
2011-01-28,16.605656,11.815656
2011-01-29,16.515372,11.775372
2011-01-30,16.026909,11.206909
2011-01-31,15.268979,10.448979
2011-02-01,15.136989,10.446989
2011-02-02,15.374275,10.704275
2011-02-03,15.958905,11.268905
2011-02-04,15.438957,10.698957
2011-02-05,15.635406,10.885406
2011-02-06,15.374064,10.614064
2011-02-07,14.870845,10.080845
2011-02-08,15.199111,10.429111
2011-02-09,15.489118,10.899118
2011-02-10,15.681221,11.321221
2011-02-11,15.238058,11.088058
2011-02-12,14.860542,10.820542
2011-02-13,15.853715,11.823715
2011-02-14,15.920181,11.880181
2011-02-15,15.94144,12.25144
2011-02-16,15.58567,11.83567
2011-02-17,16.433125,12.673125
2011-02-18,15.533548,11.793548
2011-02-19,15.78871,11.99871
2011-02-20,15.443191,11.683191
2011-02-21,15.130493,11.150493
2011-02-22,16.051053,11.781053
2011-02-23,15.778087,11.608087
2011-02-24,13.29588,9.15588
2011-02-25,14.110829,9.970829
2011-02-26,15.565496,11.405496
2011-02-27,15.813417,11.623417
2011-02-28,16.21577,12.05577
2011-03-01,15.456235,11.246235
2011-03-02,15.822116,11.602116
2011-03-03,16.185782,11.985782
2011-03-04,16.066159,12.066159
2011-03-05,15.898395,12.118395
2011-03-06,15.310123,11.550123
2011-03-07,14.982017,11.212017
2011-03-08,15.984921,11.904921
2011-03-09,13.982093,9.712093
2011-03-10,12.074016,7.824016
2011-03-11,14.334031,10.074031
2011-03-12,16.852013,12.572013
2011-03-13,17.324142,13.044142
2011-03-14,18.258273,13.988273
2011-03-15,19.004189,-18.228811
2011-03-16,18.172808,-268.285192
2011-03-17,17.218827,-202.821173
2011-03-18,16.59939,-154.18361
2011-03-19,16.237239,-65.256761
2011-03-20,15.026968,-21.671032
2011-03-21,14.86085,-1.16515
2011-03-22,15.546153,-4.929847
2011-03-23,15.162642,-13.987358
2011-03-24,15.28182,-13.86818
2011-03-25,15.364856,-12.847144
2011-03-26,15.223256,-12.988744
2011-03-27,16.18534,-12.49366
2011-03-28,15.460464,-13.218536
2011-03-29,16.297998,-12.381002
2011-03-30,16.324031,-9.609969
2011-03-31,14.934502,-10.556498
2011-04-01,14.863771,-14.056229
2011-04-02,14.869379,-13.610621
2011-04-03,16.045327,-13.014673
2011-04-04,16.451553,-9.868447
2011-04-05,16.155089,-12.274911
2011-04-06,16.550697,-17.089303
2011-04-07,15.586083,-22.433917
2011-04-08,15.89338,-23.08662
2011-04-09,16.0184,-15.9616
2011-04-10,15.41191,-12.38809
2011-04-11,14.941302,-8.108698
2011-04-12,17.148263,-5.901737
2011-04-13,17.867286,-5.582714
2011-04-14,16.721547,-6.858453
2011-04-15,15.973093,-2.916907
2011-04-16,15.255719,-3.954281
2011-04-17,17.036439,-2.333561
2011-04-18,18.266135,-0.823865000000001
2011-04-19,17.892382,-3.467618
2011-04-20,16.009391,-9.780609
2011-04-21,14.92339,-9.98661
2011-04-22,15.114411,-9.735589
2011-04-23,14.69301,-1.53699
2011-04-24,15.380035,2.050035
2011-04-25,15.960176,2.780176
2011-04-26,15.376298,2.536298
2011-04-27,17.090788,5.640788
2011-04-28,15.449379,4.299379
2011-04-29,16.937025,6.867025
2011-04-30,15.677482,5.617482
2011-05-01,16.601429,6.581429
2011-05-02,16.048408,6.088408
2011-05-03,15.110608,5.190608
2011-05-04,17.109044,7.259044
2011-05-05,16.408947,6.548947
2011-05-06,16.106182,6.436182
2011-05-07,15.067604,5.857604
2011-05-08,16.602981,8.492981
2011-05-09,16.429767,8.489767
2011-05-10,15.389089,8.669089
2011-05-11,15.589937,9.199937
2011-05-12,15.360947,8.880947
2011-05-13,16.087395,9.957395
2011-05-14,16.058683,2.708683
2011-05-15,17.050137,-37.409863
2011-05-16,18.364919,-20.085081
2011-05-17,17.389726,-21.560274
2011-05-18,15.756562,-23.213438
2011-05-19,43.134371,3.514371
2011-05-20,15.943672,-16.476328
2011-05-21,15.893932,-6.066068
2011-05-22,16.006674,-4.343326
2011-05-23,16.296632,-4.033368
2011-05-24,16.65403,-0.83597
2011-05-25,15.99523,2.03523
2011-05-26,16.741957,-1.268043
2011-05-27,16.609134,-1.470866
2011-05-28,15.48573,-2.67427
2011-05-29,16.034991,-2.205009
2011-05-30,16.813825,-1.506175
2011-05-31,16.866187,-1.513813
2011-06-01,18.967341,4.527341
2011-06-02,18.45457,4.03457
2011-06-03,16.923576,2.503576
2011-06-04,18.151179,3.871179
2011-06-05,17.683213,3.453213
2011-06-06,17.284891,-3.335109
2011-06-07,16.24634,-17.29366
2011-06-08,18.319975,-20.130025
2011-06-09,16.775652,-23.464348
2011-06-10,17.562604,-22.567396
2011-06-11,16.756241,-48.393759
2011-06-12,17.758736,-57.081264
2011-06-13,16.246332,-60.423668
2011-06-14,16.258525,-60.101475
2011-06-15,44.609866,4.029866
2011-06-16,44.349958,4.529958
2011-06-17,43.91485,4.23485
2011-06-18,43.168081,3.558081
2011-06-19,42.946465,3.476465
2011-06-20,38.276168,3.996168
2011-06-21,29.637287,4.007287
2011-06-22,30.391652,4.431652
2011-06-23,28.625401,3.965401
2011-06-24,21.784231,3.344231
2011-06-25,21.591247,3.111247
2011-06-26,22.448771,3.948771
2011-06-27,23.086004,4.596004
2011-06-28,23.875878,4.485878
2011-06-29,19.260948,5.100948
2011-06-30,16.879523,4.569523
2011-07-01,16.60926,4.35926
2011-07-02,16.468768,4.218768
2011-07-03,16.049875,3.849875
2011-07-04,16.427183,4.337183
2011-07-05,16.332434,4.932434
2011-07-06,16.948546,5.678546
2011-07-07,16.235539,4.965539
2011-07-08,15.723091,4.483091
2011-07-09,15.231294,3.911294
2011-07-10,23.381599,4.221599
2011-07-11,16.007812,4.617812
2011-07-12,17.842445,5.242445
2011-07-13,17.236315,4.576315
2011-07-14,16.924752,4.184752
2011-07-15,16.477679,3.827679
2011-07-16,15.43461,3.42461
2011-07-17,15.932499,3.912499
2011-07-18,16.521604,4.441604
2011-07-19,16.742529,4.592529
2011-07-20,16.473497,4.093497
2011-07-21,17.103909,4.893909
2011-07-22,15.442644,3.432644
2011-07-23,15.201098,3.341098
2011-07-24,15.751667,3.931667
2011-07-25,15.517258,3.657258
2011-07-26,14.875277,4.515277
2011-07-27,11.200787,4.360787
2011-07-28,10.923517,4.493517
2011-07-29,14.390395,6.150395
2011-07-30,13.560866,5.360866
2011-07-31,13.160974,4.980974
2011-08-01,11.788124,3.518124
2011-08-02,14.692942,3.502942
2011-08-03,17.286842,3.816842
2011-08-04,40.566713,4.216713
2011-08-05,83.055211,4.475211
2011-08-06,66.315907,2.97590699999999
2011-08-07,38.026013,2.956013
2011-08-08,37.911046,3.241046
2011-08-09,32.433623,3.783623
2011-08-10,30.64073,3.99073
2011-08-11,25.13179,4.04179
2011-08-12,8.927132,-6.572868
2011-08-13,13.936171,-0.763828999999999
2011-08-14,17.568458,3.168458
2011-08-15,17.202841,2.752841
2011-08-16,18.368322,3.848322
2011-08-17,18.362428,4.122428
2011-08-18,16.347747,3.487747
2011-08-19,16.25968,4.02968
2011-08-20,14.601603,3.141603
2011-08-21,14.394593,2.914593
2011-08-22,14.669597,3.189597
2011-08-23,16.06161,4.54161
2011-08-24,15.761982,4.281982
2011-08-25,15.281379,4.061379
2011-08-26,15.034398,4.814398
2011-08-27,14.0688865,4.1588865
2011-08-28,13.103375,3.183375
2011-08-29,13.216572,3.236572
2011-08-30,14.474107,4.764107
2011-08-31,13.83131,5.16131
2011-09-01,13.523661,4.993661
2011-09-02,13.347801,5.087801
2011-09-03,13.171941,5.341941
2011-09-04,12.996081,4.986081
2011-09-05,12.820221,4.650221
2011-09-06,13.361897,5.111897
2011-09-07,12.524455,4.324455
2011-09-08,12.700014,4.480014
2011-09-09,13.0066596666667,4.81665966666667
2011-09-10,13.3133053333333,5.06330533333333
2011-09-11,13.619951,5.389951
2011-09-12,13.686094,5.426094
2011-09-13,13.367968,5.327968
2011-09-14,14.311778,5.761778
2011-09-15,13.494531,5.614531
2011-09-16,13.419318,5.679318
2011-09-17,13.761397,6.481397
2011-09-18,11.781195,4.441195
2011-09-19,11.136817,4.226817
2011-09-20,11.194475,4.574475
2011-09-21,11.901188,5.531188
2011-09-22,12.193887,5.833887
2011-09-23,12.8415185,6.3315185
2011-09-24,13.48915,7.06915
2011-09-25,12.1735705,5.7335705
2011-09-26,10.857991,4.367991
2011-09-27,11.751535,5.691535
2011-09-28,11.417399,5.547399
2011-09-29,12.246795,6.286795
2011-09-30,11.9810746666667,6.45107466666667
2011-10-01,11.7153543333333,6.61535433333333
2011-10-02,11.449634,5.829634
2011-10-03,11.644326,6.394326
2011-10-04,11.252182,6.562182
2011-10-05,10.544059,5.464059
2011-10-06,11.552058,6.092058
2011-10-07,12.199669,6.689669
2011-10-08,11.192766,5.632766
2011-10-09,11.108906,5.558906
2011-10-10,11.025046,5.475046
2011-10-11,11.822915,6.292915
2011-10-12,11.736117,6.226117
2011-10-13,11.6469513333333,6.13695133333333
2011-10-14,11.5577856666667,6.03778566666667
2011-10-15,11.46862,5.90862
2011-10-16,10.568999,5.018999
2011-10-17,10.134003,4.594003
2011-10-18,10.939005,5.389005
2011-10-19,11.519814,5.979814
2011-10-20,12.152514,6.622514
2011-10-21,11.549247,5.999247
2011-10-22,9.86162,4.32162
2011-10-23,11.553209,6.013209
2011-10-24,11.241997,5.711997
2011-10-25,12.736169,7.236169
2011-10-26,12.097283,6.607283
2011-10-27,11.79384,6.26384
2011-10-28,13.018122,7.138122
2011-10-29,11.824875,6.294875
2011-10-30,10.631628,5.101628
2011-10-31,9.438381,3.918381
2011-11-01,9.615458,4.085458
2011-11-02,9.441045,3.931045
2011-11-03,11.039278,5.549278
2011-11-04,12.853174,7.363174
2011-11-05,12.809703,7.299703
2011-11-06,12.766232,7.246232
2011-11-07,12.722761,7.172761
2011-11-08,12.374971,6.874971
2011-11-09,12.554067,7.034067
2011-11-10,12.088652,6.598652
2011-11-11,11.572946,4.292946
2011-11-12,11.8486402,2.5386402
2011-11-13,12.1243344,-10.8116656
2011-11-14,12.4000286,-24.1629714
2011-11-15,12.6757228,-37.5132772
2011-11-16,12.951417,-35.528583
2011-11-17,13.2271112,-33.5428888
2011-11-18,13.5028054,-31.5581946
2011-11-19,13.7784996,-29.5735004
2011-11-20,14.0541938,-27.5888062
2011-11-21,14.329888,-25.603112
2011-11-22,14.6055822,-23.6184178
2011-11-23,14.8812764,-21.6337236
2011-11-24,15.1569706,-19.6490294
2011-11-25,15.4326648,-17.6633352
2011-11-26,15.708359,-15.678641
2011-11-27,15.9840532,-13.6939468
2011-11-28,16.2597474,-11.7092526
2011-11-29,16.5354416,-9.7235584
2011-11-30,16.8111358,-7.7388642
2011-12-01,17.08683,-5.75417
2011-12-02,17.3625242,-3.7694758
2011-12-03,17.6382184,-1.7837816
2011-12-04,17.9139126,0.200912599999999
2011-12-05,18.1896068,2.1856068
2011-12-06,18.465301,4.171301
2011-12-07,18.922667,4.712667
2011-12-08,18.549246,4.229246
2011-12-09,17.663832,4.943832
2011-12-10,11.853972,3.123972
2011-12-11,12.506049,3.746049
2011-12-12,13.140073,4.450073
2011-12-13,12.410292,3.640292
2011-12-14,12.8785615,4.0685615
2011-12-15,13.346831,4.556831
2011-12-16,13.628523,4.738523
2011-12-17,13.9178056666667,4.77780566666667
2011-12-18,14.2070883333333,5.06708833333333
2011-12-19,14.496371,5.356371
2011-12-20,15.031845,5.871845
2011-12-21,14.323881,5.243881
2011-12-22,16.252854,7.142854
2011-12-23,17.229359,8.059359
2011-12-24,16.278847,7.078847
2011-12-25,15.304043,6.104043
2011-12-26,15.0287275,5.7887275
2011-12-27,14.753412,5.553412
2011-12-28,14.6014563333333,5.44145633333333
2011-12-29,14.4495006666667,5.74950066666667
2011-12-30,14.297545,5.787545
2011-12-31,14.713765,6.323765
2012-01-01,15.129985,6.669985
2012-01-02,15.546205,7.231205
2012-01-03,14.818755,7.280755
2012-01-04,12.898264,5.404264
2012-01-05,12.1967225,4.6437225
